text,label,merchant_family,split
NHP FOUNDATION RENT PMT 68395380 PPD ID: 209491489,Rent,bulk_rent_debit_train_111,train
Aimco Rent Pmt 02249052 Ppd Id: 989813766,Rent,bulk_rent_debit_train_112,train
LINCOLN PROPERTY RENT PMT 04377997 WEB ID: 1MR4XKNI,Rent,bulk_rent_debit_train_113,train
EQUITY RESIDENTIALRENT PMT 61239370 PPD ID: 559414353,Rent,bulk_rent_debit_train_114,train
Related Cos Rent Pmt 32324236 Web Id: 8b0skx2b,Rent,bulk_rent_debit_train_115,train
BOZZUTO RENT PMT 41973292 PPD ID: 964050230,Rent,bulk_rent_debit_train_116,train
IRVINE COMPANY LEASE PAYMENT,Rent,bulk_rent_debit_train_117,train
RELATED COS RENT PMT 26624822 PPD ID: 854735579,Rent,bulk_rent_debit_train_118,train
GREYSTAR RENT PMT 01984005 WEB ID: U76WTJBT,Rent,bulk_rent_debit_train_119,train
RELATED COS RENT PMT 16781926 WEB ID: CE88D6PB,Rent,bulk_rent_debit_train_120,train
Essex Property Rent Pmt 92504954 Web Id: D6cy9az3,Rent,bulk_rent_debit_train_121,train
CAMDEN PROPERTY RENT PMT 86197561 WEB ID: CEJF5R76,Rent,bulk_rent_debit_train_122,train
AIMCO RENT PMT 15433843 PPD ID: 292316569,Rent,bulk_rent_debit_train_123,train
greystar rent pmt 89300054 web id: wl7vczx7,Rent,bulk_rent_debit_train_124,train
BOZZUTO RENT PMT 71259306 WEB ID: U69OSFXQ,Rent,bulk_rent_credit_train_125,train
RELATED COS RENT PMT 25626140 PPD ID: 764910710,Rent,bulk_rent_debit_train_126,train
IRVINE COMPANY RENT PMT 43969124 PPD ID: 766117030,Rent,bulk_rent_debit_train_127,train
MAA APT RENT PPD ID: 5894840320,Rent,bulk_rent_debit_train_128,train
NHP FOUNDATION APT RENT PPD ID: 9313781071,Rent,bulk_rent_debit_train_129,train
AIMCO RENT PMT 30160748 PPD ID: 224670408,Rent,bulk_rent_debit_train_130,train
BOZZUTO RENT PMT 31015979 WEB ID: BO1WU6ZS,Rent,bulk_rent_debit_train_131,train
MAA RENT PMT 27954270 WEB ID: KXJW1LCD,Rent,bulk_rent_debit_train_132,train
avalon communitiesrent pmt 89267644 web id: jvgw6epr,Rent,bulk_rent_debit_train_133,train
ESSEX PROPERTY RENT PMT 54809937 WEB ID: 155OIO4P,Rent,bulk_rent_debit_train_134,train
GREYSTAR RENT PMT 65616408 PPD ID: 629472486,Rent,bulk_rent_debit_train_135,train
Maa Rent Pmt 70146230 Ppd Id: 355809622,Rent,bulk_rent_debit_train_136,train
JBG SMITH APT RENT PPD ID: 2610012168,Rent,bulk_rent_debit_train_137,train
NHP FOUNDATION RENT PMT 69856240 PPD ID: 348829318,Rent,bulk_rent_credit_train_138,train
BOZZUTO LEASE PAYMENT,Rent,bulk_rent_debit_train_139,train
udr inc rent pmt 48574409 ppd id: 329454276,Rent,bulk_rent_debit_train_140,train
AIMCO RENT PMT 46628729 PPD ID: 473069276,Rent,bulk_rent_debit_train_141,train
UDR INC RENT PMT 40911793 PPD ID: 079455492,Rent,bulk_rent_debit_train_142,train
BOZZUTO RENT PMT 85632920 WEB ID: 2S2I1Q2V,Rent,bulk_rent_debit_train_143,train
RELATED COS RENT PMT 99348964 WEB ID: MYUMO24S,Rent,bulk_rent_debit_train_144,train
INVITATION HOMES RENT PMT 11446451 PPD ID: 246997132,Rent,bulk_rent_debit_train_145,train
CAMDEN PROPERTY RENT PMT 32487197 WEB ID: JS46D5EC,Rent,bulk_rent_debit_train_146,train
AIMCO RENT PMT 27077965 WEB ID: YEPLBH15,Rent,bulk_rent_debit_train_147,train
Brookfield Rent Pmt 89167614 Web Id: Mjh13b3z,Rent,bulk_rent_debit_train_148,train
NHP FOUNDATION RENT PMT 94969595 PPD ID: 604328877,Rent,bulk_rent_debit_train_149,train
UDR INC RENT PMT 76303266 WEB ID: 4D4BALM7,Rent,bulk_rent_debit_train_150,train
LINCOLN PROPERTY RENT PMT 24029954 WEB ID: 9F7GA2EA,Rent,bulk_rent_debit_train_151,train
invitation homes rent pmt 62208240 web id: aaurt5vh,Rent,bulk_rent_debit_train_152,train
avalon communitiesrent pmt 81577406 ppd id: 530516141,Rent,bulk_rent_debit_train_153,train
INVITATION HOMES RENT PMT 40475706 WEB ID: 5TL55RF1,Rent,bulk_rent_debit_train_154,train
AVALON COMMUNITIESRENT PMT 67842492 WEB ID: 4PYBBM4X,Rent,bulk_rent_debit_train_155,train
NHP FOUNDATION RENT PMT PPD ID: 5611574759,Rent,bulk_rent_debit_train_156,train
MAA RENT PMT 79388607 PPD ID: 701195716,Rent,bulk_rent_debit_train_157,train
Invitation Homes Rent Pmt 04648904 Ppd Id: 012404064,Rent,bulk_rent_debit_train_158,train
GREYSTAR RENT PMT 07402829 WEB ID: X2DNOY2Q,Rent,bulk_rent_debit_train_159,train
MAA RENT PMT 70249158 WEB ID: 39L57OVG,Rent,bulk_rent_debit_train_160,train
INVITATION HOMES RENT PMT 96080415 WEB ID: SM6PMXCK,Rent,bulk_rent_debit_train_161,train
CAMDEN PROPERTY RENT PMT 55498902 WEB ID: WBRO3CBM,Rent,bulk_rent_debit_train_162,train
ESSEX PROPERTY RENT PMT 83475536 WEB ID: 1GRMRA32,Rent,bulk_rent_debit_train_163,train
Maa Monthly Rent,Rent,bulk_rent_credit_train_164,train
BROOKFIELD RENT PMT 27618277 PPD ID: 572894826,Rent,bulk_rent_debit_train_165,train
RELATED COS RENT PMT 24845802 WEB ID: 4MY7JXVW,Rent,bulk_rent_debit_train_166,train
RELATED COS RENT PMT 38308964 PPD ID: 331086832,Rent,bulk_rent_debit_train_167,train
BOZZUTO RENT PMT 67691147 WEB ID: GTYHMEHN,Rent,bulk_rent_debit_train_168,train
Nhp Foundation Rent Pmt 21676467 Web Id: 9ywtru4s,Rent,bulk_rent_debit_train_169,train
BROOKFIELD APT RENT PPD ID: 7142613828,Rent,bulk_rent_debit_train_170,train
JBG SMITH RENT PMT 66128541 PPD ID: 293825022,Rent,bulk_rent_debit_train_171,train
related cos rent pmt 82133094 ppd id: 633438724,Rent,bulk_rent_debit_train_172,train
IRVINE COMPANY APT RENT,Rent,bulk_rent_debit_train_173,train
IRVINE COMPANY RENT PMT 38557387 PPD ID: 386352923,Rent,bulk_rent_debit_train_174,train
AIMCO RENT PMT 71651285 PPD ID: 235596863,Rent,bulk_rent_debit_train_175,train
bozzuto rent pmt 50536311 ppd id: 129151390,Rent,bulk_rent_debit_train_176,train
IRVINE COMPANY RENT PMT 65463182 PPD ID: 339184075,Rent,bulk_rent_debit_train_177,train
NHP FOUNDATION RENT PMT 84592864 WEB ID: O04QPTT9,Rent,bulk_rent_debit_train_178,train
related cos rent pmt 66025186 ppd id: 330572238,Rent,bulk_rent_debit_train_179,train
RELATED COS RENT,Rent,bulk_rent_debit_train_180,train
invitation homes lease payment,Rent,bulk_rent_debit_train_181,train
Avalon Communitiesrent Pmt 63272006 Ppd Id: 859089862,Rent,bulk_rent_debit_train_182,train
EQUITY RESIDENTIALRENT PMT 32699663 WEB ID: ZF3S51E1,Rent,bulk_rent_debit_train_183,train
CAMDEN PROPERTY RENT PMT PPD ID: 2307476208,Rent,bulk_rent_debit_train_184,train
UDR INC RENT PAYMENT,Rent,bulk_rent_credit_train_185,train
LINCOLN PROPERTY RENT PMT 31877256 PPD ID: 406548593,Rent,bulk_rent_debit_train_186,train
BROOKFIELD RENT PMT 83632596 PPD ID: 581226651,Rent,bulk_rent_debit_train_187,train
Bozzuto Rent Pmt 85010177 Ppd Id: 293753228,Rent,bulk_rent_debit_train_188,train
LINCOLN PROPERTY RENT PMT 07990858 PPD ID: 518496052,Rent,bulk_rent_debit_train_189,train
IRVINE COMPANY RENT PMT 31068516 PPD ID: 797804974,Rent,bulk_rent_debit_train_190,train
LINCOLN PROPERTY RENT PMT 27567117 WEB ID: ZSQM75GO,Rent,bulk_rent_debit_train_191,train
EQUITY RESIDENTIALRENT PMT 80011994 WEB ID: IK4QTVTF,Rent,bulk_rent_debit_train_192,train
Bozzuto Rent Pmt 42472620 Ppd Id: 616386847,Rent,bulk_rent_debit_train_193,train
Aimco Lease Payment,Rent,bulk_rent_debit_train_194,train
LINCOLN PROPERTY APT RENT PPD ID: 4522963067,Rent,bulk_rent_debit_train_195,train
BOZZUTO RENT PMT 77084681 PPD ID: 404569183,Rent,bulk_rent_debit_train_196,train
LINCOLN PROPERTY RENT PMT 96951066 WEB ID: TLHBX212,Rent,bulk_rent_debit_train_197,train
avalon communitiesrent pmt 38734968 ppd id: 070852885,Rent,bulk_rent_debit_train_198,train
nhp foundation rent pmt 14559325 ppd id: 135548141,Rent,bulk_rent_debit_train_199,train
Avalon Communitiesrent Pmt 08182396 Ppd Id: 094892380,Rent,bulk_rent_debit_train_200,train
Brookfield Rent Pmt 46424532 Ppd Id: 341429989,Rent,bulk_rent_debit_train_201,train
AIMCO RENT PMT 08548985 PPD ID: 110498040,Rent,bulk_rent_debit_train_202,train
ESSEX PROPERTY RENT PMT 37315761 WEB ID: 6M6U8NHD,Rent,bulk_rent_debit_train_203,train
RELATED COS RENT PMT 54685802 PPD ID: 890990030,Rent,bulk_rent_debit_train_204,train
JBG SMITH RENT PMT 11749086 PPD ID: 703461108,Rent,bulk_rent_debit_train_205,train
MAA RENT PMT 03870693 PPD ID: 183988780,Rent,bulk_rent_debit_train_206,train
brookfield rent pmt 81163822 web id: p7jv4mhy,Rent,bulk_rent_debit_train_207,train
AVALON COMMUNITIES RENT PAYMENT,Rent,bulk_rent_debit_train_208,train
AIMCO RENT PMT 56880622 PPD ID: 427920241,Rent,bulk_rent_debit_train_209,train
Brookfield Rent Pmt 20312901 Web Id: Ivkoobo2,Rent,bulk_rent_debit_train_210,train
IRVINE COMPANY RENT PMT 10896043 WEB ID: 07BDSE98,Rent,bulk_rent_debit_train_211,train
BOZZUTO RENT PMT 41773799 PPD ID: 856273362,Rent,bulk_rent_debit_train_212,train
CAMDEN PROPERTY RENT PMT 15996148 WEB ID: 8P1IURPA,Rent,bulk_rent_debit_train_213,train
essex property rent pmt 75024525 ppd id: 994105925,Rent,bulk_rent_debit_train_214,train
ESSEX PROPERTY RENT PMT 21437492 PPD ID: 867135797,Rent,bulk_rent_debit_train_215,train
Invitation Homes Rent Pmt 78738683 Web Id: Leyg5tb2,Rent,bulk_rent_debit_train_216,train
BOZZUTO RENT PMT 76095910 WEB ID: 9F9GIU8G,Rent,bulk_rent_debit_train_217,train
ESSEX PROPERTY RENT PMT 39118638 PPD ID: 415617888,Rent,bulk_rent_debit_train_218,train
EQUITY RESIDENTIALRENT PMT 25838274 WEB ID: ON41CVAM,Rent,bulk_rent_credit_train_219,train
EQUITY RESIDENTIALRENT PMT 85303428 PPD ID: 254859800,Rent,bulk_rent_debit_train_220,train
BROOKFIELD RENT PMT 56647341 WEB ID: 94ZVXCXO,Rent,bulk_rent_debit_train_221,train
BROOKFIELD RENT PMT 91220921 PPD ID: 434340666,Rent,bulk_rent_debit_train_222,train
AIMCO MONTHLY RENT,Rent,bulk_rent_debit_train_223,train
JBG SMITH RENT PMT 01481975 WEB ID: 2TRWD6C3,Rent,bulk_rent_debit_train_224,train
RELATED COS RENT PMT 60471953 WEB ID: BK4LK75O,Rent,bulk_rent_debit_train_225,train
invitation homes rent payment,Rent,bulk_rent_debit_train_226,train
EQUITY RESIDENTIALRENT PMT 75125255 WEB ID: TKNIARL4,Rent,bulk_rent_debit_train_227,train
CAMDEN PROPERTY RENT PMT 42212782 PPD ID: 251405060,Rent,bulk_rent_debit_train_228,train
GREYSTAR RENT PMT 23968648 WEB ID: X38WUQTN,Rent,bulk_rent_debit_train_229,train
Camden Property Rent Pmt 92663518 Web Id: 4f7444cb,Rent,bulk_rent_debit_train_230,train
BROOKFIELD RENT PMT 27273000 WEB ID: 87PG17DA,Rent,bulk_rent_debit_train_231,train
AIMCO RENT PMT 74709860 PPD ID: 052485495,Rent,bulk_rent_debit_train_232,train
LINCOLN PROPERTY RENT PMT 85849035 PPD ID: 436282719,Rent,bulk_rent_debit_train_233,train
Brookfield Rent Pmt 33789578 Web Id: Ilrijua9,Rent,bulk_rent_debit_train_234,train
MAA RENT PMT 14166920 WEB ID: 0ODON9FQ,Rent,bulk_rent_debit_train_235,train
ESSEX PROPERTY APT RENT,Rent,bulk_rent_debit_train_236,train
LINCOLN PROPERTY RENT PMT 01446201 PPD ID: 483520035,Rent,bulk_rent_debit_train_237,train
IRVINE COMPANY MONTHLY RENT PPD ID: 8511063777,Rent,bulk_rent_debit_train_238,train
LINCOLN PROPERTY RENT PMT 73721332 PPD ID: 993758072,Rent,bulk_rent_debit_train_239,train
GREYSTAR RENT PMT PPD ID: 5551052320,Rent,bulk_rent_debit_train_240,train
ESSEX PROPERTY RENT PMT 90221467 WEB ID: A4FKEKN9,Rent,bulk_rent_debit_train_241,train
GREYSTAR RENT PMT 82070077 WEB ID: C4LW9WW1,Rent,bulk_rent_debit_train_242,train
UDR INC RENT PMT 70125751 PPD ID: 900882033,Rent,bulk_rent_debit_train_243,train
jbg smith rent pmt 75684060 web id: n0v8t8iw,Rent,bulk_rent_debit_train_244,train
AIMCO RENT PMT 00768178 PPD ID: 640185288,Rent,bulk_rent_debit_train_245,train
Aimco Rent Pmt 96862353 Ppd Id: 505536422,Rent,bulk_rent_debit_train_246,train
Irvine Company Rent Pmt 46788258 Web Id: W786czu3,Rent,bulk_rent_debit_train_247,train
NHP FOUNDATION RENT PMT 85366611 PPD ID: 029105913,Rent,bulk_rent_debit_train_248,train
NHP FOUNDATION LEASE PAYMENT,Rent,bulk_rent_credit_train_249,train
Avalon Communitiesrent Pmt 88213534 Ppd Id: 069000243,Rent,bulk_rent_debit_train_250,train
maa rent pmt 62445089 ppd id: 025344777,Rent,bulk_rent_debit_train_251,train
RELATED COS RENT PMT 78022829 WEB ID: N4BLB0UD,Rent,bulk_rent_debit_train_252,train
CAMDEN PROPERTY RENT PMT 98587828 WEB ID: PVWIJTCR,Rent,bulk_rent_debit_train_253,train
MAA RENT PMT 60213958 PPD ID: 586803915,Rent,bulk_rent_debit_train_254,train
UDR INC RENT PMT 50769675 PPD ID: 813152641,Rent,bulk_rent_debit_train_255,train
JBG SMITH RENT PMT 36709128 PPD ID: 640586253,Rent,bulk_rent_debit_train_256,train
BROOKFIELD RENT PMT 03121838 WEB ID: OEYJ3H15,Rent,bulk_rent_debit_train_257,train
AVALON COMMUNITIESRENT PMT 84827112 PPD ID: 240455301,Rent,bulk_rent_debit_train_258,train
MAA RENT PMT 48424618 WEB ID: PEX59MGX,Rent,bulk_rent_debit_train_259,train
MAA RENT PMT 68240596 PPD ID: 495814625,Rent,bulk_rent_debit_train_260,train
ESSEX PROPERTY RENT PPD ID: 9415971504,Rent,bulk_rent_debit_train_261,train
JBG SMITH RENT PMT 91050113 WEB ID: 3KZQR8KU,Rent,bulk_rent_debit_train_262,train
avalon communitiesrent pmt 71540861 web id: odqkgqbr,Rent,bulk_rent_debit_train_263,train
AVALON COMMUNITIESRENT PMT 95185818 PPD ID: 250922728,Rent,bulk_rent_credit_train_264,train
EQUITY RESIDENTIALRENT PMT 85456852 WEB ID: QJ0581IQ,Rent,bulk_rent_debit_train_265,train
NHP FOUNDATION RENT PMT 73942696 PPD ID: 419455998,Rent,bulk_rent_debit_train_266,train
AVALON COMMUNITIESMONTHLY RENT PPD ID: 4699458410,Rent,bulk_rent_credit_train_267,train
BROOKFIELD RENT PMT 51667160 PPD ID: 776898428,Rent,bulk_rent_debit_train_268,train
Avalon Communitiesrent Pmt 65734219 Web Id: Q8r42kcw,Rent,bulk_rent_debit_train_269,train
invitation homes rent pmt 34396937 ppd id: 884265492,Rent,bulk_rent_debit_train_270,train
camden property rent pmt 75134474 web id: e68ltkov,Rent,bulk_rent_debit_train_271,train
GREYSTAR RENT PMT 07403945 PPD ID: 506126883,Rent,bulk_rent_debit_train_272,train
ESSEX PROPERTY RENT PMT 08769619 PPD ID: 361415334,Rent,bulk_rent_debit_train_273,train
EQUITY RESIDENTIALRENT PMT 17636527 WEB ID: LAON81L7,Rent,bulk_rent_debit_train_274,train
INVITATION HOMES RENT PMT 60516570 PPD ID: 767641809,Rent,bulk_rent_debit_train_275,train
INVITATION HOMES RENT PMT 53497212 PPD ID: 901518527,Rent,bulk_rent_debit_train_276,train
INVITATION HOMES RENT PMT 86408105 WEB ID: 7VN071IP,Rent,bulk_rent_debit_train_277,train
IRVINE COMPANY RENT PMT 71991150 WEB ID: Q7DZYTY4,Rent,bulk_rent_debit_train_278,train
AIMCO RENT PMT 33886026 WEB ID: 6U5IBV30,Rent,bulk_rent_debit_train_279,train
Jbg Smith Rent Pmt 70333649 Ppd Id: 618571550,Rent,bulk_rent_debit_train_280,train
INVITATION HOMES RENT PMT 97246818 WEB ID: KKRZJR4N,Rent,bulk_rent_debit_train_281,train
Avalon Communitiesrent Pmt 57493471 Ppd Id: 570660771,Rent,bulk_rent_debit_train_282,train
invitation homes rent pmt 28582933 web id: xg26tpe4,Rent,bulk_rent_debit_train_283,train
NHP FOUNDATION RENT PMT 13213880 PPD ID: 902082293,Rent,bulk_rent_debit_train_284,train
Greystar Rent Pmt 44869757 Ppd Id: 543217669,Rent,bulk_rent_debit_train_285,train
BOZZUTO RENT PMT 08775945 PPD ID: 565722207,Rent,bulk_rent_debit_train_286,train
withdrawal from irvine company rent,Rent,bulk_rent_debit_train_287,train
Brookfield Rent Pmt 15493934 Web Id: N3hue8ly,Rent,bulk_rent_debit_train_288,train
AIMCO RENT PMT 39223033 PPD ID: 736734662,Rent,bulk_rent_debit_train_289,train
UDR INC RENT PMT 04262063 PPD ID: 795589706,Rent,bulk_rent_debit_train_290,train
AIMCO RENT PMT 74391756 WEB ID: 48NX1MMB,Rent,bulk_rent_debit_train_291,train
RELATED COS RENT PMT 95038682 WEB ID: C699H2DJ,Rent,bulk_rent_credit_train_292,train
JBG SMITH RENT PMT 83084537 WEB ID: 5ZEUZM0H,Rent,bulk_rent_debit_train_293,train
BROOKFIELD RENT PMT 55702974 PPD ID: 380627057,Rent,bulk_rent_debit_train_294,train
JBG SMITH RENT PMT 30958317 WEB ID: IBU1YN83,Rent,bulk_rent_debit_train_295,train
AVALON COMMUNITIESRENT PMT 44525289 PPD ID: 881540786,Rent,bulk_rent_debit_train_296,train
INVITATION HOMES RENT PMT 45918140 PPD ID: 526534194,Rent,bulk_rent_debit_train_297,train
Essex Property Rent Pmt 62897388 Web Id: 0khb2h03,Rent,bulk_rent_debit_train_298,train
AVALON COMMUNITIESRENT PMT 91915190 PPD ID: 925531038,Rent,bulk_rent_debit_train_299,train
MAA RENT PMT 70353376 WEB ID: VMWE00GE,Rent,bulk_rent_debit_train_300,train
NHP FOUNDATION RENT PMT 70986952 PPD ID: 414947042,Rent,bulk_rent_debit_train_301,train
JBG SMITH RENT PMT PPD ID: 9823331312,Rent,bulk_rent_debit_train_302,train
JBG SMITH RENT PMT 88261461 WEB ID: 38NJNENI,Rent,bulk_rent_debit_train_303,train
CAMDEN PROPERTY RENT PMT 68322707 WEB ID: DHYDSUJR,Rent,bulk_rent_debit_train_304,train
IRVINE COMPANY RENT PMT 02794976 PPD ID: 282588365,Rent,bulk_rent_debit_train_305,train
maa rent pmt 14801333 web id: 83ksdvhc,Rent,bulk_rent_debit_train_306,train
GREYSTAR APT RENT,Rent,bulk_rent_debit_train_307,train
BOZZUTO RENT PMT 15290516 PPD ID: 007311464,Rent,bulk_rent_debit_train_308,train
EQUITY RESIDENTIALAPT RENT PPD ID: 6971210783,Rent,bulk_rent_debit_train_309,train
AIMCO RENT PMT 05667117 PPD ID: 021999719,Rent,bulk_rent_debit_train_310,train
MAA RENT PMT 14736172 WEB ID: A3A1N5VD,Rent,bulk_rent_debit_train_311,train
BOZZUTO RENT PMT 28040103 WEB ID: EFDA3CKG,Rent,bulk_rent_debit_train_312,train
essex property monthly rent,Rent,bulk_rent_debit_train_313,train
IRVINE COMPANY RENT PMT 63686070 WEB ID: X5OYZQRA,Rent,bulk_rent_debit_train_314,train
BOZZUTO RENT PMT 57662886 WEB ID: PEHV98FQ,Rent,bulk_rent_debit_train_315,train
IRVINE COMPANY RENT PMT 25063762 WEB ID: MJTJYAYT,Rent,bulk_rent_debit_train_316,train
GREYSTAR RENT PMT 61574682 WEB ID: IRZZ36SX,Rent,bulk_rent_debit_train_317,train
bozzuto rent pmt 03773648 web id: s9mlrsr1,Rent,bulk_rent_debit_train_318,train
Bozzuto Rent Pmt 25943493 Ppd Id: 403592821,Rent,bulk_rent_debit_train_319,train
BROOKFIELD RENT PMT 31731264 PPD ID: 779271247,Rent,bulk_rent_debit_validation_0,validation
LINCOLN PROPERTY RENT PMT 61668823 WEB ID: M9D47BN2,Rent,bulk_rent_debit_validation_1,validation
LINCOLN PROPERTY RENT PMT 90043418 PPD ID: 461109297,Rent,bulk_rent_debit_validation_2,validation
BOZZUTO APT RENT,Rent,bulk_rent_debit_validation_3,validation
EQUITY RESIDENTIAL MONTHLY RENT,Rent,bulk_rent_credit_validation_4,validation
NHP FOUNDATION RENT PMT 59830878 PPD ID: 396128174,Rent,bulk_rent_debit_validation_5,validation
ESSEX PROPERTY RENT PMT 39693806 PPD ID: 578285042,Rent,bulk_rent_debit_validation_6,validation
JBG SMITH MONTHLY RENT PPD ID: 6388194206,Rent,bulk_rent_debit_validation_7,validation
MAA RENT PMT 16574448 PPD ID: 513778885,Rent,bulk_rent_debit_validation_8,validation
ESSEX PROPERTY RENT PMT 93296169 PPD ID: 641113290,Rent,bulk_rent_debit_validation_9,validation
IRVINE COMPANY RENT PMT 00298125 PPD ID: 510952286,Rent,bulk_rent_credit_validation_10,validation
CAMDEN PROPERTY LEASE PAYMENT,Rent,bulk_rent_debit_validation_11,validation
RELATED COS RENT PMT 97477859 PPD ID: 461130032,Rent,bulk_rent_debit_validation_12,validation
BOZZUTO RENT PMT 38939399 WEB ID: BQWBKMKP,Rent,bulk_rent_debit_validation_13,validation
GREYSTAR RENT PMT 28606294 PPD ID: 864647202,Rent,bulk_rent_debit_validation_14,validation
ESSEX PROPERTY RENT PMT 34163017 PPD ID: 265476856,Rent,bulk_rent_debit_validation_15,validation
AVALON COMMUNITIESRENT PMT 65012176 WEB ID: KCI296HE,Rent,bulk_rent_debit_validation_16,validation
WITHDRAWAL FROM BROOKFIELD RENT,Rent,bulk_rent_debit_validation_17,validation
AVALON COMMUNITIESRENT PMT 55494558 WEB ID: YNX7BSLZ,Rent,bulk_rent_debit_validation_18,validation
Irvine Company Rent Pmt 87810112 Ppd Id: 406692340,Rent,bulk_rent_debit_validation_19,validation
BOZZUTO RENT PMT 44549301 WEB ID: TBD2UR4T,Rent,bulk_rent_debit_validation_20,validation
Bozzuto Monthly Rent,Rent,bulk_rent_debit_validation_21,validation
AIMCO RENT PMT 01215738 WEB ID: 38T0N30W,Rent,bulk_rent_debit_validation_22,validation
MAA RENT PMT 73670751 WEB ID: 7HI4T8AD,Rent,bulk_rent_debit_validation_23,validation
Related Cos Rent Pmt 69898717 Web Id: Z5vl8gyy,Rent,bulk_rent_debit_validation_24,validation
WITHDRAWAL FROM MAA RENT,Rent,bulk_rent_debit_validation_25,validation
MAA RENT PMT 90093930 WEB ID: HB1VQEYD,Rent,bulk_rent_debit_validation_26,validation
NHP FOUNDATION RENT PMT 01469291 PPD ID: 703909669,Rent,bulk_rent_debit_validation_27,validation
AIMCO RENT PMT 56461713 WEB ID: TVWLMUHI,Rent,bulk_rent_debit_validation_28,validation
Equity Residentialrent Pmt 19185337 Web Id: W1eby7d7,Rent,bulk_rent_debit_validation_29,validation
AVALON COMMUNITIESRENT PMT 23408831 WEB ID: ONXF1EWD,Rent,bulk_rent_debit_validation_30,validation
INVITATION HOMES RENT PMT 60234691 WEB ID: TN7UBTVO,Rent,bulk_rent_debit_validation_31,validation
MAA RENT PAYMENT,Rent,bulk_rent_debit_validation_32,validation
Avalon Communitiesrent Pmt 31961029 Ppd Id: 459693582,Rent,bulk_rent_debit_validation_33,validation
maa rent pmt 24360949 ppd id: 287373798,Rent,bulk_rent_debit_validation_34,validation
ESSEX PROPERTY RENT PMT 13668271 WEB ID: Z7L7AVOQ,Rent,bulk_rent_debit_validation_35,validation
ESSEX PROPERTY RENT PMT 24377867 WEB ID: T5G7U81K,Rent,bulk_rent_debit_validation_36,validation
IRVINE COMPANY RENT PMT 12728329 PPD ID: 593867331,Rent,bulk_rent_debit_validation_37,validation
Equity Residentialrent Pmt 25100579 Web Id: Fh453qzp,Rent,bulk_rent_debit_validation_38,validation
JBG SMITH RENT,Rent,bulk_rent_debit_validation_39,validation
NHP FOUNDATION RENT PMT 06597486 WEB ID: 8SSTU5RH,Rent,bulk_rent_credit_test_0,test
BOZZUTO RENT PMT 05994814 PPD ID: 334433097,Rent,bulk_rent_debit_test_1,test
UDR INC RENT PMT 34588605 PPD ID: 162034807,Rent,bulk_rent_debit_test_2,test
AIMCO RENT PMT 83212198 WEB ID: 0NFWJJ43,Rent,bulk_rent_debit_test_3,test
GREYSTAR RENT PMT 21494721 WEB ID: 4GM8F1SK,Rent,bulk_rent_debit_test_4,test
MAA RENT PMT 90601571 WEB ID: 9D5J9QV6,Rent,bulk_rent_debit_test_5,test
Essex Property Rent Pmt 82708094 Ppd Id: 988301009,Rent,bulk_rent_debit_test_6,test
Maa Rent Pmt 54317198 Ppd Id: 272416434,Rent,bulk_rent_debit_test_7,test
Equity Residentialrent Pmt 59902311 Ppd Id: 943538134,Rent,bulk_rent_debit_test_8,test
Camden Property Rent Pmt 79054903 Ppd Id: 976752143,Rent,bulk_rent_debit_test_9,test
UDR INC RENT PMT 86942491 WEB ID: 90GUZYFV,Rent,bulk_rent_debit_test_10,test
Jbg Smith Rent Pmt 14846058 Web Id: N7lo3kjl,Rent,bulk_rent_debit_test_11,test
INVITATION HOMES LEASE PMT PPD ID: 4835780497,Rent,bulk_rent_debit_test_12,test
Greystar Rent Pmt 78520935 Web Id: 4wsk3290,Rent,bulk_rent_debit_test_13,test
BOZZUTO RENT PMT 46348308 WEB ID: REX1DPVA,Rent,bulk_rent_debit_test_14,test
RELATED COS RENT PMT 42058935 WEB ID: 35SPN5Y9,Rent,bulk_rent_debit_test_15,test
UDR INC RENT PMT 43549792 WEB ID: JY0M9ZOR,Rent,bulk_rent_debit_test_16,test
LINCOLN PROPERTY LEASE PMT PPD ID: 0336688278,Rent,bulk_rent_debit_test_17,test
ESSEX PROPERTY RENT PMT 76826259 WEB ID: 3WAT0W67,Rent,bulk_rent_debit_test_18,test
RELATED COS RENT PMT 13360271 WEB ID: WZLETH6X,Rent,bulk_rent_debit_test_19,test
CAMDEN PROPERTY RENT PMT 20196668 PPD ID: 994366166,Rent,bulk_rent_debit_test_20,test
RELATED COS RENT PMT 24700093 PPD ID: 894205079,Rent,bulk_rent_debit_test_21,test
NHP FOUNDATION RENT PMT 77854626 PPD ID: 042119446,Rent,bulk_rent_debit_test_22,test
JBG SMITH RENT PMT 88975801 PPD ID: 695627879,Rent,bulk_rent_debit_test_23,test
UDR INC RENT PMT 56015854 WEB ID: XBVYFI12,Rent,bulk_rent_debit_test_24,test
BOZZUTO RENT PMT 05095976 PPD ID: 188066390,Rent,bulk_rent_debit_test_25,test
GREYSTAR RENT PMT 18276007 PPD ID: 245698895,Rent,bulk_rent_debit_test_26,test
related cos rent pmt 77224102 web id: om7e5lxl,Rent,bulk_rent_debit_test_27,test
INVITATION HOMES RENT PMT 27850137 PPD ID: 405791075,Rent,bulk_rent_debit_test_28,test
LINCOLN PROPERTY RENT PMT 19315530 PPD ID: 417791229,Rent,bulk_rent_debit_test_29,test
